,Operacao,Operador_Padronizado,Descricao_do_Tipo
10148,Táxi Aéreo,BLUE SKY TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10149,Voo Regular,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10150,Voo Regular,GOL LINHAS ÁEREAS S;A,COLISÃO COM AVE
10155,Táxi Aéreo,DUGOMES AIR TÁXI AÉREO LTDA,COLISÃO COM FAUNA
10156,Táxi Aéreo,DUGOMES AIR TÁXI AÉREO LTDA,PERDA DE CONTROLE NO SOLO
10157,Táxi Aéreo,DUGOMES AIR TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10158,Táxi Aéreo,DUGOMES AIR TÁXI AÉREO LTDA,EXCURSÃO DE PISTA
10159,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10160,Táxi Aéreo,HERINGER TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10161,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10163,Voo Regular,AZUL,CONTATO ANORMAL COM A PISTA
10166,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10167,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10169,Táxi Aéreo,VOARE TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10171,Táxi Aéreo,HELIRIO TÁXI AÉREO LTDA,PERDA DE CONTROLE EM VOO
10173,Táxi Aéreo,HELIMARTE TAXI AEREO LTDA,INDETERMINADO
10174,Táxi Aéreo,GEOGLIFO ATIVIDADES GEOESPACIAIS LTDA,INDETERMINADO
10189,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10195,Voo Regular,AZUL,TURBULÊNCIA
10196,Táxi Aéreo,VOARE TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10198,Voo Regular,TAM,OPERAÇÕES NO SOLO
10205,Voo Regular,,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
10207,Voo Regular,DELTA AIRLINES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10212,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10216,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10217,Voo Regular,,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
10218,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10219,Voo Regular,PASSAREDO TRANSPORTES AÉREOS S.A.,CORTANTE DE VENTO / TEMPESTADE
10222,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10224,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10225,Voo Regular,GOL,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
10226,Voo Regular,GOL,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
10227,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA EPP,FOGO/FUMAÇA
10233,Voo Regular,GOL LINHAS AÉREAS S.A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10235,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,COLISÃO COM AVE
10238,Voo Regular,TAM LINHAS AÉREAS S/A,COLISÃO COM AVE
10239,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10240,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10244,Táxi Aéreo,TÁXI AÉREO HÉRCULES LTDA,COLISÃO NO SOLO
10248,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10249,Voo Regular,TAM,OPERAÇÕES NO SOLO
10259,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10264,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10267,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,COLISÃO COM AVE
10268,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10278,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10284,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10285,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10287,Táxi Aéreo,ABELHA TAXI AEREO E MANUTENCAO LTDA,OUTROS
10289,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10292,Táxi Aéreo,OMNI TÁXI AÉREO S.A.,CORTANTE DE VENTO / TEMPESTADE
10293,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10294,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10297,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10298,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10301,Voo Regular,AZUL,CONTATO ANORMAL COM A PISTA
10306,Voo Regular,LATAM Airlines,AERÓDROMO
10311,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10320,Táxi Aéreo,SALES TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10327,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10328,Voo Regular,TAM LINHAS AÉREAS S.A,COLISÃO COM AVE
10331,Táxi Aéreo,LIDER TAXI AEREO�S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10332,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10333,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10334,Voo Regular,AZUL,PERDA DE CONTROLE NO SOLO
10339,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10343,Voo Regular,GOL LINHAS AÉREAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10352,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10355,Táxi Aéreo,TROPIC AIR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10360,Táxi Aéreo,ICARAÍ TURISMO TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10361,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10368,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10369,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10372,Voo Regular,ASTA LINHAS AEREAS LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10373,Táxi Aéreo,BIMAVA TÁXI AÉREO LTDA,COLISÃO COM AVE
10376,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10377,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10379,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10382,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
10383,Voo Regular,MODERN TRANSPORTE AÉREO DE CARGA S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10384,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10388,Táxi Aéreo,SETE TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10391,Táxi Aéreo,SALES TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10392,Táxi Aéreo,BANANA AIR TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10398,Táxi Aéreo,LIDER TAXI AEREO�S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10399,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10411,Táxi Aéreo,EMAR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10412,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10414,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10422,Voo Regular,GOL LINHAS AEREAS S/A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10423,Táxi Aéreo,ELO SERVICOS DE TAXI AEREO LTDA,EXCURSÃO DE PISTA
10424,Voo Regular,GOL,COLISÃO NO SOLO
10425,Táxi Aéreo,JÚLIO DE OLIVEIRA BAPTISTA DE ALMEIDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10426,Táxi Aéreo,FLY ESCOLA DE AVIAÇÃO CIVIL EIRELI - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10427,Voo Regular,AZUL,COLISÃO NO SOLO
10428,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10429,Táxi Aéreo,ULTRA-PLANNA TÁXI ÁEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10430,Táxi Aéreo,VITOR WILLIAM DE OLIVEIRA SILVA RIBEIRO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10431,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10432,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10433,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10434,Voo Regular,MODERN TRANSPORTE AEREO DE CARGA SA,OPERAÇÕES NO SOLO
10435,Voo Regular,TAM LINHAS AÉREAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10438,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10441,Táxi Aéreo,CHC DO BRASIL TÁXI AÉREO S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10442,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10446,Táxi Aéreo,AIR JET TAXI AEREO LTDA,COLISÃO NO SOLO
10447,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10450,Táxi Aéreo,AMAPIL TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10451,Táxi Aéreo,ALLJET TAXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10452,Voo Regular,TAM,INCURSÃO EM PISTA
10453,Voo Regular,TAM,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
10460,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10461,Voo Regular,TAM,COLISÃO COM AVE
10474,Voo Regular,GOL,TURBULÊNCIA
10481,Táxi Aéreo,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10484,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10485,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10487,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10488,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10498,Voo Regular,TAM,INCURSÃO EM PISTA
10506,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10510,Voo Regular,AZUL CONECTA LTDA,
10516,Voo Regular,AZUL,OPERAÇÕES NO SOLO
10519,Voo Regular,MAP,CORTANTE DE VENTO / TEMPESTADE
10526,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10531,Táxi Aéreo,RIO ACRE AEROTAXI LTDA ME,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10537,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10539,Voo Regular,AZUL,CORTANTE DE VENTO / TEMPESTADE
10540,Voo Regular,ZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10548,Táxi Aéreo,VOARE TAXI AEREO LTDA,AERÓDROMO
10549,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10551,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10555,Táxi Aéreo,VOAR AVIATION TÁXI AÉREO E MANUTENÇÃO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10556,Voo Regular,AZUL,INCURSÃO EM PISTA
10559,Voo Regular,GOL LINHAS AÉREAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10560,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10561,Voo Regular,,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10562,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10563,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10564,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,OUTROS
10567,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10568,Voo Regular,AZUL CONECTA LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10571,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10572,Táxi Aéreo,AEROVIDA TAXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10573,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10574,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,COLISÃO COM AVE
10577,Táxi Aéreo,AERO RIO TAXI ÁEREO LTDA,OUTROS
10578,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10579,Táxi Aéreo,CARLOS HENRIQUE BRIZOLA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10580,Táxi Aéreo,FERNANDO LOPES DE CARVALHO CARNEIRO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10581,Táxi Aéreo,JUNIOR MASANOBU UTIDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10590,Voo Regular,GOL LINHAS AÉREAS S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10592,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10593,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,COLISÃO COM AVE
10600,Voo Regular,GOL LINHAS AÉREAS S.A,EXCURSÃO DE PISTA
10601,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10605,Táxi Aéreo,PRBCC PARTICIPAÇÕES LTDA,COLISÃO COM AVE
10606,Táxi Aéreo,GATE TAXI AEREO LTDA,COLISÃO COM AVE
10607,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10613,Táxi Aéreo,AEROVIDA TAXI AÉREO LTDA,FOGO/FUMAÇA
10616,Táxi Aéreo,HELISUL TAXI AEREO LTDA,COLISÃO COM AVE
10617,Táxi Aéreo,RICO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10618,Voo Regular,GOL,INCURSÃO EM PISTA
10619,Táxi Aéreo,INVERSIONES Y RENTAS LOS CEDROS LIMITADA,INCURSÃO EM PISTA
10620,Táxi Aéreo,UNIÃO TÁXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10621,Voo Regular,TAM LINHAS AÉREAS S.A.,OPERAÇÕES NO SOLO
10622,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10624,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10625,Voo Regular,AZUL,OUTROS
10627,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10628,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10629,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10630,Voo Regular,TAM,COLISÃO COM AVE
10631,Voo Regular,TAM LINHAS AÉREAS S.A.,AERÓDROMO
10632,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10638,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10639,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10646,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10649,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10654,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10659,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10662,Voo Regular,TAM,INCURSÃO EM PISTA
10663,Voo Regular,GOL,COLISÃO COM AVE
10664,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10668,Voo Regular,MODERN TRANSPORTE AÉREO DE CARGA S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10671,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10678,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10679,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,EXCURSÃO DE PISTA
10681,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10682,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10690,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10691,Táxi Aéreo,"FLYONE SERVIÇO AÉREO ESPECIALIZADO, COMÉRCIO E SERVIÇOS EIRELI",FALHA OU MAU FUNCIONAMENTO DO MOTOR
10692,Voo Regular,CARGOLUX AIRLINES INTERNATIONAL S.A.,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10700,Táxi Aéreo,LIDER TAXI AEREO�S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10701,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,OUTROS
10704,Voo Regular,TAM,INCURSÃO EM PISTA
10705,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10706,Voo Regular,AZUL,OPERAÇÕES NO SOLO
10713,Táxi Aéreo,BIMAVA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10717,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10719,Voo Regular,ITAPEMIRIM TRANSPORTES AÉREOS LTDA,OPERAÇÕES NO SOLO
10721,Táxi Aéreo,PIQUIATUBA TAXI AÉREO LTDA,EXCURSÃO DE PISTA
10722,Voo Regular,GOL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
10723,Táxi Aéreo,PIQUIATUBA TAXI AÉREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10725,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10726,Táxi Aéreo,SETE TAXI AEREO LTDA,COLISÃO COM AVE
10732,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10733,Voo Regular,MAP TRANSPORTES AÉREOS LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10734,Voo Regular,TAM LINHAS AÉREAS S/A,COLISÃO COM AVE
10737,Táxi Aéreo,LIDER TAXI AEREO�S A AIR BRASIL,OPERAÇÕES NO SOLO
10739,Voo Regular,AZUL CONECTA LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10745,Táxi Aéreo,JÚLIO DE OLIVEIRA BAPTISTA DE ALMEIDA,COLISÃO COM AVE
10746,Táxi Aéreo,FLY ESCOLA DE AVIAÇÃO CIVIL EIRELI - EPP,COLISÃO COM AVE
10747,Táxi Aéreo,ULTRA-PLANNA TÁXI ÁEREO LTDA,COLISÃO COM AVE
10748,Táxi Aéreo,VITOR WILLIAM DE OLIVEIRA SILVA RIBEIRO,COLISÃO COM AVE
10759,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10768,Voo Regular,GOL LINHAS AÉREAS S.A.,COLISÃO NO SOLO
10769,Voo Regular,AZUL,COLISÃO NO SOLO
10772,Táxi Aéreo,DELTA AERO TAXI LTDA,PERDA DE CONTROLE NO SOLO
10773,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10774,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10789,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10790,Voo Regular,AZUL,AERÓDROMO
10792,Táxi Aéreo,HERINGER TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10794,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10796,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10797,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10800,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10804,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10808,Voo Regular,GOL,CONTATO ANORMAL COM A PISTA
10810,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10811,Táxi Aéreo,EXECUTIVE AIR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
10815,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10826,Táxi Aéreo,VOARE TAXI AEREO LTDA,EXCURSÃO DE PISTA
10827,Táxi Aéreo,VOARE TAXI AEREO LTDA,PERDA DE CONTROLE NO SOLO
10830,Táxi Aéreo,MANAUS AEROTAXI PARTICIPACOES LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10831,Táxi Aéreo,MANAUS AEROTAXI PARTICIPACOES LTDA,EXCURSÃO DE PISTA
10832,Voo Regular,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10836,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10839,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10840,Voo Regular,GOL LINHAS AÉREAS S.A,OUTROS
10843,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10844,Voo Regular,GOL LINHAS ÁEREAS S;A,CONTATO ANORMAL COM A PISTA
10849,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10850,Táxi Aéreo,LIDER TAXI AEREO�S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10856,Voo Regular,AMERICAN AIRLINES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10859,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10860,Táxi Aéreo,ULTRA PLANNA TÁXI AÉREO LTDA,OUTROS
10861,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10863,Voo Regular,AZUL,OPERAÇÕES NO SOLO
10864,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
10865,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
